app_id,classification,predict_class,Risk Score,Decision Criteria
1456499,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1456902,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1457305,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1457708,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1458111,Fraud,Fraud,1,"requested_amount <= 50500.0, app_time <= 59.5"
1458514,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1458917,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1459320,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
145943,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1459723,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1460126,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1460529,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1460932,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1461335,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1461738,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1462141,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1462544,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1462947,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1463350,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
146346,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1463753,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1464156,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1464559,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1464962,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1465365,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1465768,,Fraud,1,requested_amount > 50500.0
1466171,,Fraud,1,"requested_amount <= 50500.0, app_time <= 59.5"
1466574,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1466977,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1467380,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
146749,Fraud,Fraud,1,requested_amount > 50500.0
1467783,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1468186,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1468589,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1468992,Fraud,Fraud,1,requested_amount > 50500.0
1469395,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1469798,Fraud,Fraud,1,requested_amount > 50500.0
1470201,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1470604,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1471007,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1471410,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
147152,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1471813,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1472216,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1472619,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1473022,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1473425,Fraud,Fraud,1,requested_amount > 50500.0
1473828,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1474231,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1474634,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1475037,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1475440,,Fraud,1,requested_amount > 50500.0
147555,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1475843,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1476246,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1476649,Fraud,Fraud,1,requested_amount > 50500.0
1477052,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1477455,Fraud,Fraud,1,requested_amount > 50500.0
1477858,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1478261,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1478664,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1479067,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1479470,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
147958,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1479873,Fraud,Fraud,1,requested_amount > 50500.0
1480276,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1480679,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1481082,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1481485,,Fraud,1,requested_amount > 50500.0
1481888,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1482291,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1482694,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1483097,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1483500,Fraud,Fraud,1,requested_amount > 50500.0
148361,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1483903,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1484306,Fraud,Fraud,1,requested_amount > 50500.0
1484709,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1485112,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1485515,,Fraud,1,requested_amount > 50500.0
1485918,Fraud,Fraud,1,requested_amount > 50500.0
1486321,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1486724,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1487127,Fraud,Fraud,1,"requested_amount <= 50500.0, app_time <= 59.5"
1487530,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
148764,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1487933,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1488336,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1488739,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1489142,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1489545,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1489948,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1490351,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1490754,Fraud,Fraud,1,requested_amount > 50500.0
1491157,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1491560,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
149167,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1491963,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1492366,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1492769,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1493172,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1493575,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1493978,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1494381,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1494784,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1495187,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1495590,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
149570,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1495993,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1496396,,Fraud,1,requested_amount > 50500.0
1496799,,Fraud,1,requested_amount > 50500.0
1497202,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1497605,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1498008,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1498411,Fraud,Fraud,1,requested_amount > 50500.0
1498814,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1499217,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1499620,Fraud,Fraud,1,requested_amount > 50500.0
149973,Fraud,Fraud,1,requested_amount > 50500.0
1500023,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1500426,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1500829,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1501232,Fraud,Fraud,1,requested_amount > 50500.0
1501635,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1502038,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1502441,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1502844,Fraud,Fraud,1,requested_amount > 50500.0
1503247,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1503650,,Fraud,1,requested_amount > 50500.0
150376,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1504053,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1504456,Fraud,Fraud,1,requested_amount > 50500.0
1504859,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1505262,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1505665,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1506068,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1506471,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1506874,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1507277,Fraud,Fraud,1,requested_amount > 50500.0
1507680,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
150779,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1508083,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1508486,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1508889,Fraud,Fraud,1,requested_amount > 50500.0
1509292,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1509695,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1510098,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1510501,Fraud,Fraud,1,requested_amount > 50500.0
1510904,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1511307,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1511710,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
151182,,Fraud,1,requested_amount > 50500.0
1512113,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1512516,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1512919,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1513322,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1513725,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1514128,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1514531,Fraud,Fraud,1,requested_amount > 50500.0
1514934,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1515337,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1515740,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
151585,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1516143,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1516546,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1516949,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1517352,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1517755,Fraud,Fraud,1,requested_amount > 50500.0
1518158,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1518561,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1518964,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1519367,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1519770,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
151988,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1520173,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1520576,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1520979,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1521382,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1521785,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1522188,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1522591,,Fraud,1,requested_amount > 50500.0
1522994,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1523397,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1523800,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
152391,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1524203,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1524606,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1525009,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1525412,Fraud,Fraud,1,requested_amount > 50500.0
1525815,Fraud,Fraud,1,"requested_amount <= 50500.0, app_time <= 59.5"
1526218,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1526621,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1527024,Fraud,Fraud,1,requested_amount > 50500.0
1527427,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1527830,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
152794,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1528233,Fraud,Fraud,1,requested_amount > 50500.0
1528636,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1529039,Fraud,Fraud,1,requested_amount > 50500.0
1529442,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1529845,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1530248,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1530651,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1531054,,Fraud,1,"requested_amount <= 50500.0, app_time <= 59.5"
1531457,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1531860,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
153197,Fraud,Fraud,1,requested_amount > 50500.0
1532263,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1532666,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1533069,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1533472,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1533875,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1534278,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1534681,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1535084,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1535487,,Fraud,1,requested_amount > 50500.0
1535890,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
153600,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1536293,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1536696,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1537099,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1537502,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1537905,Fraud,Fraud,1,requested_amount > 50500.0
1538308,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1538711,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1539114,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1539517,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1539920,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
154003,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1540323,Fraud,Fraud,1,requested_amount > 50500.0
1540726,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1541129,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1541532,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1541935,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1542338,Fraud,Fraud,1,requested_amount > 50500.0
1542741,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1543144,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1543547,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1543950,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
154406,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1544353,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1544756,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1545159,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1545562,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1545965,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1546368,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1546771,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1547174,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1547577,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1547980,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
154809,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1548383,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1548786,Fraud,Fraud,1,requested_amount > 50500.0
1549189,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1549592,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1549995,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1550398,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1550801,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1551204,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1551607,Fraud,Fraud,1,requested_amount > 50500.0
1552010,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
155212,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1552413,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1552816,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1553219,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1553622,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1554025,Fraud,Fraud,1,"requested_amount <= 50500.0, app_time <= 59.5"
1554428,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1554831,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1555234,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1555637,Fraud,Fraud,1,requested_amount > 50500.0
1556040,,Fraud,1,requested_amount > 50500.0
155615,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1556443,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1556846,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1557249,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1557652,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1558055,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1558458,Fraud,Fraud,1,requested_amount > 50500.0
1558861,,Fraud,1,requested_amount > 50500.0
1559264,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1559667,Fraud,Fraud,1,requested_amount > 50500.0
1560070,Fraud,Fraud,1,"requested_amount <= 50500.0, app_time <= 59.5"
156018,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1560473,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1560876,Fraud,Fraud,1,"requested_amount <= 50500.0, app_time <= 59.5"
1561279,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1561682,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1562085,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1562488,Fraud,Fraud,1,requested_amount > 50500.0
1562891,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1563294,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1563697,,Fraud,1,requested_amount > 50500.0
1564100,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
156421,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1564503,Fraud,Fraud,1,requested_amount > 50500.0
1564906,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1565309,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1565712,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1566115,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1566518,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1566921,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1567324,Fraud,Fraud,1,"requested_amount <= 50500.0, app_time <= 59.5"
1567727,Fraud,Fraud,1,requested_amount > 50500.0
1568130,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
156824,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1568533,Fraud,Fraud,1,requested_amount > 50500.0
1568936,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1569339,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1569742,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1570145,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1570548,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1570951,Fraud,Fraud,1,requested_amount > 50500.0
1571354,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1571757,,Fraud,1,requested_amount > 50500.0
1572160,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
157227,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1572563,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1572966,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1573369,Fraud,Fraud,1,requested_amount > 50500.0
1573772,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1574175,,Fraud,1,requested_amount > 50500.0
1574578,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1574981,Fraud,Fraud,1,requested_amount > 50500.0
1575384,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1575787,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1576190,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
157630,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1576593,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1576996,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1577399,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1577802,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1578205,,Fraud,1,requested_amount > 50500.0
1578608,Fraud,Fraud,1,requested_amount > 50500.0
1579011,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1579414,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1579817,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1580220,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
158033,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1580623,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1581026,,Fraud,1,requested_amount > 50500.0
1581429,Fraud,Fraud,1,requested_amount > 50500.0
1581832,Not_Fraud,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
1582235,,Not_Fraud,0,"requested_amount <= 50500.0, app_time > 59.5"
